PRNAME,CARUID,crop,forecastYear,forecastMonth,PR ID,Forecasted Median Yield,Forecasted 10th Percentile Worst Yield,Forecasted 90th Percentile Best Yield,% Departure from the Long Term (1987-last year) Mean Yield,% Departure from the Last 5 Years (2019-2023) Mean Yield,% Departure from Last Year's Mean Yield,Crop Potential Index,Bravis-Pearson Coefficients of Determination (R2),Root Mean Square Error,LATITUDE,LONGITUDE
Manitoba,4604,flaxseed,2024,7,46,24.16,18.97,29.34,11.44,,,,0.61,2.82,51.0135994,-101.1809998
Manitoba,4605,flaxseed,2024,7,46,27.99,23.6,32.38,40.43,,,,0.67,3.22,52.08010101,-101.052002
Manitoba,4606,flaxseed,2024,7,46,18.01,12.37,23.66,-9.18,,,,0.41,3.92,51.12139893,-99.88110352
Manitoba,4607,flaxseed,2024,7,46,28.42,21.38,35.44,26.59,6.03,,0.15,0.61,4.26,49.98550034,-98.45970154
Manitoba,4608,flaxseed,2024,7,46,31.98,25.78,38.18,37.64,6.61,12.62,0.2,0.76,3.33,49.27899933,-98.30419922
Manitoba,4609,flaxseed,2024,7,46,25.71,18.6,32.83,26.77,-7.11,-19.4,-0.24,0.72,3.48,49.63000107,-96.80410004
Manitoba,4610,flaxseed,2024,7,46,21.16,13.71,28.62,14.16,,,,0.68,3.32,49.73680115,-95.84950256
Manitoba,4611,flaxseed,2024,7,46,19.84,13.41,26.27,2.71,2.39,,0.04,0.45,4.53,50.22650146,-97.2460022
Manitoba,4612,flaxseed,2024,7,46,24.57,19.98,29.17,25.64,,,,0.75,2.69,55.729599,-97.167099
Alberta,4810,flaxseed,2024,7,48,24.73,16.09,33.37,3.09,14.59,4.79,0.4,0.4,5.84,50.66460037,-110.9089966
Alberta,4820,flaxseed,2024,7,48,32.31,26.81,37.81,15.73,26.02,115.41,0.75,0.75,2.76,50.52590179,-112.5500031
Alberta,4830,flaxseed,2024,7,48,26.26,19.56,32.97,17.2,,,,0.74,4.44,51.08769989,-115.1790009
Alberta,4840,flaxseed,2024,7,48,33.19,26.3,40.09,44.27,13.08,,0.4,0.84,2.96,52.48089981,-111.4990005
Alberta,4841,flaxseed,2024,7,48,28.08,21.91,34.25,15.35,9.83,,0.28,0.66,3.21,53.36869812,-111.6920013
Alberta,4850,flaxseed,2024,7,48,23.89,17.78,30.01,5.71,,,,0.37,5.92,52.69950104,-114.6679993
Alberta,4860,flaxseed,2024,7,48,24.56,19.88,29.24,9.78,,,,0.69,3.81,56.47129822,-112.810997
Alberta,4870,flaxseed,2024,7,48,26,20.59,31.41,21.17,,,,0.57,3.54,56.94729996,-116.8280029
Saskatchewan,4704,flaxseed,2024,7,47,18.01,11.45,24.56,1.03,26.52,177.04,0.5,0.7,3.64,49.53290176,-108.7890015
Saskatchewan,4708,flaxseed,2024,7,47,19.01,11.35,26.68,2.12,22.08,,0.63,0.47,5.18,50.71530151,-108.8300018
Saskatchewan,4703,flaxseed,2024,7,47,16.32,11.28,21.35,-4.15,12.98,58.4,0.35,0.76,2.21,49.54230118,-106.4049988
Saskatchewan,4707,flaxseed,2024,7,47,20.56,15.25,25.88,4.79,15.66,,0.34,0.7,2.41,50.59840012,-106.6139984
Saskatchewan,4702,flaxseed,2024,7,47,21.1,16.79,25.42,19.38,8.79,46.56,0.36,0.81,1.74,49.52310181,-104.2490005
Saskatchewan,4706,flaxseed,2024,7,47,24.1,19.21,28.99,17.76,13.91,18.15,0.54,0.62,2.59,50.59830093,-104.3659973
Saskatchewan,4701,flaxseed,2024,7,47,22.99,18.91,27.08,22.01,3.11,27.04,0.14,0.65,2.32,49.52339935,-102.3099976
Saskatchewan,4705,flaxseed,2024,7,47,23.7,19.34,28.05,17.17,9.1,19.08,0.43,0.46,3.05,50.58200073,-102.3919983
Saskatchewan,4713,flaxseed,2024,7,47,31.3,21.48,41.12,46.53,26.51,28.8,0.83,0.2,7.82,52.15140152,-109.262001
Saskatchewan,4717,flaxseed,2024,7,47,29.64,21.27,38.01,25.79,,,,0.71,5.39,53.79119873,-108.9599991
Saskatchewan,4712,flaxseed,2024,7,47,25.43,18.98,31.88,23.76,17.83,13.52,0.53,0.57,4.08,51.94589996,-107.7990036
Saskatchewan,4711,flaxseed,2024,7,47,23.44,18.14,28.75,18.06,24.95,11.62,0.91,0.69,2.66,51.67309952,-106.0029984
Saskatchewan,4716,flaxseed,2024,7,47,27.43,21.04,33.82,31.77,40.65,,0.79,0.66,3.82,56.79359818,-105.9339981
Saskatchewan,4710,flaxseed,2024,7,47,28.3,24.26,32.34,34.35,3,14.11,0.25,0.66,2.65,51.6393013,-104.1080017
Saskatchewan,4715,flaxseed,2024,7,47,28.16,23.08,33.24,31.81,11.74,22.43,0.35,0.8,2.57,52.89289856,-105.586998
Saskatchewan,4709,flaxseed,2024,7,47,18.13,13.38,22.87,-8.28,2.32,-10.24,0.13,0.41,3.05,51.7173996,-102.4309998
Saskatchewan,4714,flaxseed,2024,7,47,24.77,19.14,30.41,20.83,6.69,12.1,0.27,0.61,3.01,53.01649857,-103.3099976
Manitoba,4601,flaxseed,2024,8,46,22.19,18.16,26.23,9.09,7.73,16.19,0.71,0.35,3.16,49.27149963,-100.3990021
Manitoba,4602,flaxseed,2024,8,46,25.04,21.48,28.6,15.26,7.1,-4.79,0.72,0.56,2.48,49.79869843,-100.2649994
Manitoba,4603,flaxseed,2024,8,46,26.72,23.31,30.13,20.54,-0.17,,-0.02,0.7,2.32,50.34700012,-100.387001
Manitoba,4604,flaxseed,2024,8,46,23.08,18.92,27.25,6.49,,,,0.55,3.03,51.0135994,-101.1809998
Manitoba,4605,flaxseed,2024,8,46,27.71,23.17,32.25,39,,,,0.62,3.5,52.08010101,-101.052002
Manitoba,4606,flaxseed,2024,8,46,18.01,12.86,23.16,-9.2,,,,0.41,3.92,51.12139893,-99.88110352
Manitoba,4607,flaxseed,2024,8,46,25.94,20.28,31.59,15.57,-3.2,,-0.08,0.66,4,49.98550034,-98.45970154
Manitoba,4608,flaxseed,2024,8,46,31.33,26.9,35.76,34.82,4.43,10.32,0.14,0.75,3.36,49.27899933,-98.30419922
Manitoba,4609,flaxseed,2024,8,46,24.9,20.31,29.47,22.75,-10.06,-21.96,-0.34,0.76,3.29,49.63000107,-96.80410004
Manitoba,4610,flaxseed,2024,8,46,16.59,11.89,21.28,-10.51,,,,0.64,3.53,49.73680115,-95.84950256
Manitoba,4611,flaxseed,2024,8,46,16.39,10.67,22.1,-15.14,-15.41,,-0.26,0.41,4.7,50.22650146,-97.2460022
Manitoba,4612,flaxseed,2024,8,46,18.92,15.34,22.5,-3.24,,,,0.74,2.73,55.729599,-97.167099
Alberta,4810,flaxseed,2024,8,48,16.94,10.44,23.44,-29.38,-21.5,-28.22,-0.58,0.39,5.9,50.66460037,-110.9089966
Alberta,4820,flaxseed,2024,8,48,26.81,22.93,30.7,-3.97,4.56,78.73,0.13,0.75,2.73,50.52590179,-112.5500031
Alberta,4830,flaxseed,2024,8,48,25.31,19.22,31.4,12.96,,,,0.79,3.94,51.08769989,-115.1790009
Alberta,4840,flaxseed,2024,8,48,25.24,19.92,30.54,9.7,-14.01,,-0.43,0.84,2.86,52.48089981,-111.4990005
Alberta,4841,flaxseed,2024,8,48,24.58,19.77,29.38,0.96,-3.87,,-0.11,0.61,3.4,53.36869812,-111.6920013
Alberta,4850,flaxseed,2024,8,48,26.17,19.83,32.52,15.81,,,,0.59,4.77,52.69950104,-114.6679993
Alberta,4860,flaxseed,2024,8,48,19.62,12.88,26.37,-12.29,,,,0.8,3.17,56.47129822,-112.810997
Alberta,4870,flaxseed,2024,8,48,21.99,17.34,26.64,2.47,,,,0.57,3.54,56.94729996,-116.8280029
Saskatchewan,4704,flaxseed,2024,8,47,18.24,12.45,24.04,4.78,28.18,180.69,0.53,0.71,3.45,49.53290176,-108.7890015
Saskatchewan,4708,flaxseed,2024,8,47,17.99,10.38,25.59,-3.41,15.48,,0.44,0.34,5.99,50.71530151,-108.8300018
Saskatchewan,4703,flaxseed,2024,8,47,14.38,10.89,17.88,-15.54,-0.44,39.58,-0.01,0.76,2.23,49.54230118,-106.4049988
Saskatchewan,4707,flaxseed,2024,8,47,19.23,14.14,24.33,-1.97,8.2,,0.18,0.71,2.37,50.59840012,-106.6139984
Saskatchewan,4702,flaxseed,2024,8,47,16.47,13.89,19.06,-6.81,-15.08,14.4,-0.63,0.8,1.8,49.52310181,-104.2490005
Saskatchewan,4706,flaxseed,2024,8,47,23.91,20.32,27.5,16.82,13,17.21,0.5,0.61,2.6,50.59830093,-104.3659973
Saskatchewan,4701,flaxseed,2024,8,47,20.7,17.41,23.99,9.85,-7.16,14.38,-0.33,0.66,2.4,49.52339935,-102.3099976
Saskatchewan,4705,flaxseed,2024,8,47,22.48,18.62,26.34,11.16,3.5,12.97,0.16,0.46,3.05,50.58200073,-102.3919983
Saskatchewan,4713,flaxseed,2024,8,47,23.95,15.08,32.83,12.15,-3.17,-1.42,-0.1,0.2,7.82,52.15140152,-109.262001
Saskatchewan,4717,flaxseed,2024,8,47,24.65,17.33,31.97,4.61,,,,0.71,5.37,53.79119873,-108.9599991
Saskatchewan,4712,flaxseed,2024,8,47,23.58,19.55,27.62,14.78,9.28,5.28,0.28,0.6,3.92,51.94589996,-107.7990036
Saskatchewan,4711,flaxseed,2024,8,47,20.23,16.62,23.85,1.9,7.85,-3.66,0.29,0.68,2.72,51.67309952,-106.0029984
Saskatchewan,4716,flaxseed,2024,8,47,22.5,17.42,27.59,8.1,15.38,,0.3,0.66,3.82,56.79359818,-105.9339981
Saskatchewan,4710,flaxseed,2024,8,47,28.58,24.87,32.29,35.67,4.01,15.23,0.34,0.67,2.63,51.6393013,-104.1080017
Saskatchewan,4715,flaxseed,2024,8,47,26.7,22.79,30.61,25,5.96,16.1,0.18,0.76,2.91,52.89289856,-105.586998
Saskatchewan,4709,flaxseed,2024,8,47,16.88,12.59,21.17,-14.62,-4.75,-16.45,-0.26,0.41,3.05,51.7173996,-102.4309998
Saskatchewan,4714,flaxseed,2024,8,47,23.67,19.6,27.75,15.47,1.96,7.12,0.08,0.61,3.01,53.01649857,-103.3099976
Manitoba,4601,flaxseed,2024,9,46,23.47,19.56,27.38,15.39,13.95,22.9,1.28,0.35,3.16,49.27149963,-100.3990021
Manitoba,4602,flaxseed,2024,9,46,24.98,21.41,28.55,14.99,6.84,-5.02,0.69,0.52,2.6,49.79869843,-100.2649994
Manitoba,4603,flaxseed,2024,9,46,27.09,23.52,30.66,22.19,1.2,,0.12,0.66,2.37,50.34700012,-100.387001
Manitoba,4604,flaxseed,2024,9,46,23.09,19.47,26.72,6.55,,,,0.55,3.03,51.0135994,-101.1809998
Manitoba,4605,flaxseed,2024,9,46,26.7,23.12,30.3,33.98,,,,0.67,3.22,52.08010101,-101.052002
Manitoba,4606,flaxseed,2024,9,46,18.22,13.61,22.83,-8.16,,,,0.41,3.92,51.12139893,-99.88110352
Manitoba,4607,flaxseed,2024,9,46,27.17,21.92,32.42,21.03,1.37,,0.03,0.61,4.26,49.98550034,-98.45970154
Manitoba,4608,flaxseed,2024,9,46,31.58,27.63,35.53,35.91,5.28,11.21,0.16,0.79,3.05,49.27899933,-98.30419922
Manitoba,4609,flaxseed,2024,9,46,25.49,21.2,29.78,25.7,-7.9,-20.08,-0.27,0.72,3.48,49.63000107,-96.80410004
Manitoba,4610,flaxseed,2024,9,46,17.58,12.27,22.89,-5.16,,,,0.64,3.53,49.73680115,-95.84950256
Manitoba,4611,flaxseed,2024,9,46,19.5,13.77,25.24,0.97,0.66,,0.01,0.46,4.46,50.22650146,-97.2460022
Manitoba,4612,flaxseed,2024,9,46,20.73,16.61,24.85,5.98,,,,0.68,3.05,55.729599,-97.167099
Alberta,4810,flaxseed,2024,9,48,16.56,9.3,23.83,-30.95,-23.24,-29.81,-0.63,0.4,5.84,50.66460037,-110.9089966
Alberta,4820,flaxseed,2024,9,48,28.67,24.74,32.6,2.69,11.82,91.13,0.34,0.72,2.9,50.52590179,-112.5500031
Alberta,4830,flaxseed,2024,9,48,25.09,19.21,30.97,11.99,,,,0.77,4.08,51.08769989,-115.1790009
Alberta,4840,flaxseed,2024,9,48,28.18,24.2,32.15,22.5,-3.98,,-0.12,0.83,2.96,52.48089981,-111.4990005
Alberta,4841,flaxseed,2024,9,48,25.18,20.81,29.56,3.45,-1.5,,-0.04,0.59,3.49,53.36869812,-111.6920013
Alberta,4850,flaxseed,2024,9,48,27.3,21.35,33.24,20.77,,,,0.59,4.77,52.69950104,-114.6679993
Alberta,4860,flaxseed,2024,9,48,19.5,13.63,25.37,-12.84,,,,0.8,3.17,56.47129822,-112.810997
Alberta,4870,flaxseed,2024,9,48,22.05,17.66,26.44,2.76,,,,0.58,3.53,56.94729996,-116.8280029
Saskatchewan,4704,flaxseed,2024,9,47,15.75,11.7,19.81,-11.61,10.69,142.37,0.2,0.7,3.64,49.53290176,-108.7890015
Saskatchewan,4708,flaxseed,2024,9,47,19.45,13.75,25.15,4.48,24.9,,0.71,0.34,5.98,50.71530151,-108.8300018
Saskatchewan,4703,flaxseed,2024,9,47,14.46,11.6,17.32,-15.06,0.12,40.37,0,0.78,2.11,49.54230118,-106.4049988
Saskatchewan,4707,flaxseed,2024,9,47,18.47,15.79,21.15,-5.85,3.92,,0.09,0.7,2.41,50.59840012,-106.6139984
Saskatchewan,4702,flaxseed,2024,9,47,17.37,15.2,19.54,-5.27,-10.48,20.61,-0.44,0.81,1.7,49.52310181,-104.2490005
Saskatchewan,4706,flaxseed,2024,9,47,23.58,20.12,27.05,15.2,11.43,15.59,0.44,0.6,2.67,50.59830093,-104.3659973
Saskatchewan,4701,flaxseed,2024,9,47,20.87,17.58,24.18,10.75,-6.4,15.32,-0.3,0.66,2.4,49.52339935,-102.3099976
Saskatchewan,4705,flaxseed,2024,9,47,22.36,18.33,26.4,10.58,2.97,12.38,0.14,0.46,3.05,50.58200073,-102.3919983
Saskatchewan,4713,flaxseed,2024,9,47,23.07,14.39,31.75,8.01,-6.75,-5.06,-0.21,0.2,7.82,52.15140152,-109.262001
Saskatchewan,4717,flaxseed,2024,9,47,26.41,18.88,33.94,12.06,,,,0.63,6.2,53.79119873,-108.9599991
Saskatchewan,4712,flaxseed,2024,9,47,25.48,21.36,29.59,24,18.05,13.73,0.54,0.57,4.08,51.94589996,-107.7990036
Saskatchewan,4711,flaxseed,2024,9,47,20.3,16.84,23.75,2.24,8.21,-3.34,0.3,0.68,2.72,51.67309952,-106.0029984
Saskatchewan,4716,flaxseed,2024,9,47,22.33,17.83,26.82,7.27,14.5,,0.28,0.66,3.82,56.79359818,-105.9339981
Saskatchewan,4710,flaxseed,2024,9,47,28.6,24.96,32.24,35.8,4.11,15.34,0.35,0.67,2.63,51.6393013,-104.1080017
Saskatchewan,4715,flaxseed,2024,9,47,27.73,23.81,31.65,29.8,10.03,20.56,0.3,0.72,3.13,52.89289856,-105.586998
Saskatchewan,4709,flaxseed,2024,9,47,17.35,13.58,21.12,-12.22,-2.08,-14.1,-0.11,0.41,3.05,51.7173996,-102.4309998
Saskatchewan,4714,flaxseed,2024,9,47,23.44,19.54,27.34,14.32,0.94,6.06,0.04,0.61,3.01,53.01649857,-103.3099976
Alberta,4810,lentils,2024,7,48,1615.61,1168.88,2062.34,36.81,49.1,137.94,1.24,0.83,225.29,50.66460037,-110.9089966
Alberta,4820,lentils,2024,7,48,1791.08,1275.99,2306.17,38.43,41.59,135.36,0.88,0.57,360.52,50.52590179,-112.5500031
Alberta,4830,lentils,2024,7,48,1844.25,1386.87,2301.63,26.84,4.37,,0.17,0.89,149.22,51.08769989,-115.1790009
Alberta,4840,lentils,2024,7,48,2006.02,1652,2360.04,97.67,,,,0.87,179.38,52.48089981,-111.4990005
Alberta,4841,lentils,2024,7,48,791.59,450.08,1133.1,4.66,,,,0.87,82.79,53.36869812,-111.6920013
Alberta,4850,lentils,2024,7,48,1488.62,1141.45,1835.8,-1.96,,,,0.59,97.36,52.69950104,-114.6679993
Saskatchewan,4704,lentils,2024,7,47,1240.24,851.72,1628.75,10.81,23.38,104.32,0.53,0.81,157.62,49.53290176,-108.7890015
Saskatchewan,4708,lentils,2024,7,47,1262.18,922.23,1602.12,7.4,26.72,72.9,0.92,0.66,185.05,50.71530151,-108.8300018
Saskatchewan,4703,lentils,2024,7,47,1080.53,723.18,1437.87,-3.9,3.58,20.19,0.11,0.71,163.5,49.54230118,-106.4049988
Saskatchewan,4707,lentils,2024,7,47,1399.07,1101.2,1696.94,15.73,17.73,38.66,0.64,0.67,152.16,50.59840012,-106.6139984
Saskatchewan,4702,lentils,2024,7,47,1480.15,1230.7,1729.58,31.69,8.87,17.47,1.01,0.75,130.9,49.52310181,-104.2490005
Saskatchewan,4706,lentils,2024,7,47,1631.85,1337.6,1926.11,25.2,0.4,0.73,0.03,0.67,160.96,50.59830093,-104.3659973
Saskatchewan,4701,lentils,2024,7,47,1668,1387.83,1948.17,36.52,-0.48,,-0.02,0.85,139.35,49.52339935,-102.3099976
Saskatchewan,4705,lentils,2024,7,47,1788.49,1472.31,2104.68,42.56,-5.56,,-0.35,0.74,186.16,50.58200073,-102.3919983
Saskatchewan,4713,lentils,2024,7,47,1571.03,1193.66,1948.4,32.01,18.68,19.02,0.99,0.52,254.81,52.15140152,-109.262001
Saskatchewan,4717,lentils,2024,7,47,1832.96,1453.88,2212.04,57.3,,,,0.59,279.16,53.79119873,-108.9599991
Saskatchewan,4712,lentils,2024,7,47,1588.31,1254.8,1921.81,36.19,29.11,32.8,0.95,0.75,172.99,51.94589996,-107.7990036
Saskatchewan,4711,lentils,2024,7,47,1518.07,1188.79,1847.37,31.15,23.76,15.01,1.08,0.62,191.49,51.67309952,-106.0029984
Saskatchewan,4716,lentils,2024,7,47,1345.14,995.83,1694.43,23.66,26.64,13.51,1.06,0.53,251.3,56.79359818,-105.9339981
Saskatchewan,4710,lentils,2024,7,47,1607.53,1293.37,1921.69,37.25,13.34,,0.61,0.65,181.25,51.6393013,-104.1080017
Saskatchewan,4715,lentils,2024,7,47,1759.09,1402.53,2115.66,50.83,19.99,-8.24,0.47,0.6,263.86,52.89289856,-105.586998
Saskatchewan,4709,lentils,2024,7,47,1276.4,989.04,1563.76,16.06,,,,0.35,235.75,51.7173996,-102.4309998
Saskatchewan,4714,lentils,2024,7,47,1761.85,1378.77,2144.93,55.44,,30.51,,0.66,241.87,53.01649857,-103.3099976
Alberta,4810,lentils,2024,8,48,1580.51,1206.48,1954.54,33.84,45.86,132.77,1.16,0.81,233.31,50.66460037,-110.9089966
Alberta,4820,lentils,2024,8,48,1954.94,1601.15,2308.72,51.1,54.54,156.89,1.15,0.64,320.54,50.52590179,-112.5500031
Alberta,4830,lentils,2024,8,48,1736.01,1347.83,2124.19,19.4,-1.75,,-0.07,0.85,191.37,51.08769989,-115.1790009
Alberta,4840,lentils,2024,8,48,1983.82,1562,2405.65,95.48,,,,0.87,179.38,52.48089981,-111.4990005
Alberta,4841,lentils,2024,8,48,643.16,393.81,892.52,-14.97,,,,0.87,82.79,53.36869812,-111.6920013
Alberta,4850,lentils,2024,8,48,1500.19,1156.3,1844.07,-1.2,,,,0.59,97.36,52.69950104,-114.6679993
Saskatchewan,4704,lentils,2024,8,47,1188.93,905.45,1472.41,6.22,18.28,95.87,0.42,0.81,157.75,49.53290176,-108.7890015
Saskatchewan,4708,lentils,2024,8,47,1182.4,903.92,1460.88,0.61,18.71,61.97,0.65,0.63,191.89,50.71530151,-108.8300018
Saskatchewan,4703,lentils,2024,8,47,990.07,709.07,1271.07,-11.94,-5.09,10.13,-0.15,0.73,160.29,49.54230118,-106.4049988
Saskatchewan,4707,lentils,2024,8,47,1329.68,1103.92,1555.45,9.99,11.89,31.78,0.43,0.68,149.74,50.59840012,-106.6139984
Saskatchewan,4702,lentils,2024,8,47,1306.95,1114.61,1499.29,16.28,-3.87,3.73,-0.44,0.75,130.9,49.52310181,-104.2490005
Saskatchewan,4706,lentils,2024,8,47,1693.04,1447.86,1938.24,29.9,4.16,4.51,0.31,0.67,161.14,50.59830093,-104.3659973
Saskatchewan,4701,lentils,2024,8,47,1547.49,1284.64,1810.32,34.47,-7.67,,-0.39,0.75,173.81,49.52339935,-102.3099976
Saskatchewan,4705,lentils,2024,8,47,1857.53,1640.98,2074.07,48.06,-1.91,,-0.12,0.75,178.43,50.58200073,-102.3919983
Saskatchewan,4713,lentils,2024,8,47,1516.7,1188.99,1844.41,27.45,14.57,14.9,0.77,0.54,244.59,52.15140152,-109.262001
Saskatchewan,4717,lentils,2024,8,47,1340.64,1036.53,1644.75,15.05,,,,0.59,279.16,53.79119873,-108.9599991
Saskatchewan,4712,lentils,2024,8,47,1485.99,1199.91,1772.06,27.42,20.79,24.25,0.68,0.68,196.94,51.94589996,-107.7990036
Saskatchewan,4711,lentils,2024,8,47,1514.31,1293.68,1734.94,30.83,23.46,14.72,1.06,0.63,189,51.67309952,-106.0029984
Saskatchewan,4716,lentils,2024,8,47,1101.96,771.04,1432.88,1.3,3.74,-7.01,0.15,0.53,251.3,56.79359818,-105.9339981
Saskatchewan,4710,lentils,2024,8,47,1557.81,1282.85,1832.78,33.01,9.83,,0.45,0.65,181.19,51.6393013,-104.1080017
Saskatchewan,4715,lentils,2024,8,47,1575.76,1249.72,1901.79,35.11,7.49,-17.8,0.18,0.53,285.98,52.89289856,-105.586998
Saskatchewan,4709,lentils,2024,8,47,1230.75,966.93,1494.56,11.91,,,,0.33,241.95,51.7173996,-102.4309998
Saskatchewan,4714,lentils,2024,8,47,1753.88,1401.43,2106.33,54.74,,29.92,,0.66,241.87,53.01649857,-103.3099976
Alberta,4810,lentils,2024,9,48,1489.43,1159.24,1819.62,26.13,37.45,119.36,0.95,0.8,242.74,50.66460037,-110.9089966
Alberta,4820,lentils,2024,9,48,1917.47,1588.35,2246.58,48.2,51.58,151.97,1.09,0.67,311.22,50.52590179,-112.5500031
Alberta,4830,lentils,2024,9,48,1790.1,1576.16,2004.03,23.12,1.31,,0.05,0.89,147.21,51.08769989,-115.1790009
Alberta,4840,lentils,2024,9,48,1983.82,1562,2405.65,95.48,,,,0.87,179.38,52.48089981,-111.4990005
Alberta,4841,lentils,2024,9,48,687.52,417.97,957.07,-9.1,,,,0.87,82.79,53.36869812,-111.6920013
Alberta,4850,lentils,2024,9,48,1500.19,1156.3,1844.07,-1.2,,,,0.59,97.36,52.69950104,-114.6679993
Saskatchewan,4704,lentils,2024,9,47,1153.46,943.64,1363.28,3.05,14.75,90.03,0.34,0.81,157.62,49.53290176,-108.7890015
Saskatchewan,4708,lentils,2024,9,47,1174.11,952.7,1395.52,-0.09,17.88,60.84,0.62,0.66,185.05,50.71530151,-108.8300018
Saskatchewan,4703,lentils,2024,9,47,945.29,739.8,1150.79,-19.5,-9.39,5.15,-0.29,0.77,137.35,49.54230118,-106.4049988
Saskatchewan,4707,lentils,2024,9,47,1305.91,1106.75,1505.08,8.02,9.89,29.43,0.36,0.68,150.72,50.59840012,-106.6139984
Saskatchewan,4702,lentils,2024,9,47,1278.96,1071.73,1486.19,13.79,-5.93,1.5,-0.68,0.75,130.6,49.52310181,-104.2490005
Saskatchewan,4706,lentils,2024,9,47,1692.2,1459.67,1924.75,29.83,4.11,4.46,0.31,0.66,163.9,50.59830093,-104.3659973
Saskatchewan,4701,lentils,2024,9,47,1595.74,1349.82,1841.65,38.66,-4.79,,-0.25,0.77,164.07,49.52339935,-102.3099976
Saskatchewan,4705,lentils,2024,9,47,1837.05,1563.05,2111.06,46.43,-2.99,,-0.19,0.74,186.16,50.58200073,-102.3919983
Saskatchewan,4713,lentils,2024,9,47,1477.65,1178.09,1777.2,24.17,11.62,11.94,0.61,0.53,253.33,52.15140152,-109.262001
Saskatchewan,4717,lentils,2024,9,47,1359.74,1051.14,1668.35,16.69,,,,0.59,279.16,53.79119873,-108.9599991
Saskatchewan,4712,lentils,2024,9,47,1669.66,1448.05,1891.26,43.17,35.72,39.6,1.16,0.69,191.7,51.94589996,-107.7990036
Saskatchewan,4711,lentils,2024,9,47,1575.11,1355.53,1794.7,36.08,28.41,19.33,1.29,0.63,188.09,51.67309952,-106.0029984
Saskatchewan,4716,lentils,2024,9,47,1103.87,791.91,1415.82,1.48,3.92,-6.85,0.16,0.53,251.3,56.79359818,-105.9339981
Saskatchewan,4710,lentils,2024,9,47,1567.7,1296.27,1839.14,33.85,10.53,,0.48,0.63,186.93,51.6393013,-104.1080017
Saskatchewan,4715,lentils,2024,9,47,1539.58,1271.74,1807.43,32.01,5.02,-19.69,0.12,0.58,268.14,52.89289856,-105.586998
Saskatchewan,4709,lentils,2024,9,47,1192.72,889.34,1496.11,8.45,,,,0.33,241.66,51.7173996,-102.4309998
Saskatchewan,4714,lentils,2024,9,47,1770.84,1438.7,2102.99,56.23,,31.17,,0.67,234.38,53.01649857,-103.3099976
Manitoba,4600,mustard,2024,7,46,828.78,621.67,1035.87,-3.55,,,,0.36,149.83,54.92959976,-97.43240356
Saskatchewan,4701,mustard,2024,7,47,778.01,578.94,977.08,0.48,,-18.19,,0.53,107.75,49.52339935,-102.3099976
Saskatchewan,4702,mustard,2024,7,47,792.88,587.73,998.03,4.22,-5.2,-13.16,-0.25,0.63,106.65,49.52310181,-104.2490005
Saskatchewan,4703,mustard,2024,7,47,711.72,481.35,942.08,-4.11,9.97,-8.64,0.28,0.6,113.03,49.54230118,-106.4049988
Saskatchewan,4704,mustard,2024,7,47,795.2,534.51,1055.9,2.65,23.63,75.54,0.5,0.7,124.88,49.53290176,-108.7890015
Saskatchewan,4705,mustard,2024,7,47,776.13,540.35,1011.92,2.82,,3.76,,0.53,124.81,50.58200073,-102.3919983
Saskatchewan,4706,mustard,2024,7,47,875.94,685.96,1065.92,3.68,12.69,,0.85,0.46,114.8,50.59830093,-104.3659973
Saskatchewan,4707,mustard,2024,7,47,879.24,627.15,1131.33,8.5,10.81,-5.05,0.26,0.69,108.85,50.59840012,-106.6139984
Saskatchewan,4708,mustard,2024,7,47,844.33,604.79,1083.87,5.68,31.35,58.41,1.29,0.55,138.12,50.71530151,-108.8300018
Saskatchewan,4709,mustard,2024,7,47,738.96,523.3,954.63,-3.24,,,,0.31,145.33,51.7173996,-102.4309998
Saskatchewan,4710,mustard,2024,7,47,824.8,625.46,1024.15,2.31,,,,0.51,130.48,51.6393013,-104.1080017
Saskatchewan,4711,mustard,2024,7,47,868.81,655.74,1081.88,6.44,20.17,21,0.66,0.59,113.43,51.67309952,-106.0029984
Saskatchewan,4712,mustard,2024,7,47,908.97,682.16,1135.79,8.71,,53.28,,0.73,104.54,51.94589996,-107.7990036
Saskatchewan,4713,mustard,2024,7,47,1057.13,817.03,1297.25,18.12,7.76,0.11,0.87,0.57,131.27,52.15140152,-109.262001
Saskatchewan,4714,mustard,2024,7,47,550.73,328.58,772.87,-26.91,,323.64,,0.56,140.21,53.01649857,-103.3099976
Saskatchewan,4715,mustard,2024,7,47,774.66,561.99,987.34,-8.22,,,,0.61,107.82,52.89289856,-105.586998
Saskatchewan,4716,mustard,2024,7,47,896.49,667.53,1125.45,17.81,26.62,-14.7,0.59,0.47,156.62,56.79359818,-105.9339981
Saskatchewan,4717,mustard,2024,7,47,865.21,610.3,1120.12,4.65,,,,0.7,132.98,53.79119873,-108.9599991
Alberta,4810,mustard,2024,7,48,859.04,592.78,1125.3,12.37,33.81,63.32,0.8,0.59,158.76,50.66460037,-110.9089966
Alberta,4820,mustard,2024,7,48,861.54,623.27,1099.81,-4.25,35.12,70.94,1.09,0.66,145.1,50.52590179,-112.5500031
Alberta,4830,mustard,2024,7,48,906.7,630.47,1182.93,1.31,19.38,66.98,0.73,0.32,257.43,51.08769989,-115.1790009
